user_id,country,age,session_duration,pages_viewed,click_through_rate,total_orders,avg_order_value,loyalty_score,conversion
U2546,Germany,28,223,1,0.23,9,17.85,2,1
U2547,Germany,30,435,8,0.1,1,92.8,8,0
U2548,Brazil,25,327,24,0.23,4,130.16,5,1
U2549,Brazil,57,133,18,0.06,7,77.3,3,0
U2550,Brazil,21,567,20,0.61,5,10.41,5,0
U2551,India,48,132,16,0.33,2,43.99,8,1
U2552,Germany,45,367,18,0.93,7,55.33,7,1
U2553,India,28,258,20,0.22,14,145.24,6,0
U2554,US,18,189,12,0.36,13,137.65,1,1
U2555,Brazil,55,546,13,0.37,8,142.88,1,0
U2556,India,41,210,13,0.06,4,125.61,1,1
U2557,India,48,265,10,0.81,12,59.23,8,1
U2558,US,58,238,7,0.08,1,136.82,8,0
U2559,China,43,256,14,0.9,1,147.44,7,0
U2560,Germany,22,148,24,0.85,6,59.01,6,0
U2561,China,37,493,16,0.53,0,46.48,4,0
U2562,Brazil,58,242,15,0.54,9,86.57,1,0
U2563,India,28,268,12,0.64,11,36.2,9,1
U2564,US,50,552,9,0.4,1,14.57,1,1
U2565,US,55,189,8,0.63,9,142.42,4,0
U2566,Germany,44,72,18,0.09,3,139.6,3,0
U2567,China,51,165,23,0.1,0,32.77,7,1
U2568,Germany,32,434,18,0.46,3,67.08,5,1
U2569,India,49,158,13,0.54,12,126.35,5,0
U2570,Germany,38,251,18,0.85,11,102.54,4,0
U2571,US,22,384,15,0.14,10,65.27,1,0
U2572,US,23,526,4,0.79,12,114.18,5,0
U2573,Brazil,55,426,17,0.24,9,135.59,4,0
U2574,Brazil,39,377,5,0.4,14,139.66,8,0
U2575,India,35,203,22,0.33,4,63.04,2,0
U2576,China,31,443,16,0.41,8,34.3,8,1
U2577,Germany,27,275,9,0.19,0,137.8,1,0
U2578,India,30,420,10,0.5,11,22.96,4,1
U2579,Brazil,48,383,24,0.77,4,111.04,3,0
U2580,Germany,47,74,18,0.45,1,29.67,5,1
U2581,Brazil,20,276,17,0.49,8,64.51,5,1
U2582,Germany,47,551,18,0.81,5,67.62,5,0
U2583,China,23,242,7,0.69,1,32.23,4,0
U2584,India,46,329,4,0.49,13,139.18,8,1
U2585,Germany,25,526,5,0.28,2,10.37,3,0
U2586,US,50,578,23,0.85,13,135.13,4,0
U2587,US,34,526,16,0.57,7,133.74,1,0
U2588,Germany,28,364,3,0.25,0,54.37,7,1
U2589,Germany,30,203,18,0.29,11,108.6,1,1
U2590,Germany,28,170,23,0.77,2,45.39,2,1
U2591,US,48,291,21,0.09,12,116.23,7,1
U2592,US,45,559,14,0.94,9,88.56,1,1
U2593,Germany,23,332,15,0.17,0,52.03,3,1
U2594,Brazil,58,232,17,0.77,10,66.03,6,1
U2595,Brazil,33,66,1,0.41,10,106.58,6,0
U2596,China,21,214,21,0.49,7,136.85,6,0
U2597,India,52,581,17,0.84,0,28.3,2,1
U2598,Brazil,43,577,23,0.42,12,89.99,2,0
U2599,US,29,274,11,0.53,4,45.52,6,0
U2600,Brazil,28,193,17,0.09,3,122.19,5,0
U2601,China,54,344,14,0.05,6,19.83,7,1
U2602,China,42,185,20,0.27,13,106.45,7,1
U2603,India,35,498,19,0.66,4,34.49,5,0
U2604,Brazil,36,211,21,0.16,7,93.49,8,1
U2605,US,40,390,7,0.15,11,127.0,6,1
U2606,US,55,597,24,0.42,13,115.71,5,1
U2607,Germany,35,442,13,0.63,10,115.41,4,0
U2608,US,43,174,18,0.69,0,82.5,7,0
U2609,India,23,541,23,0.21,4,134.7,4,0
U2610,India,21,343,14,0.12,3,92.33,5,0
U2611,US,46,134,1,0.9,2,138.45,5,1
U2612,US,51,225,7,0.28,4,86.51,1,0
U2613,Germany,34,248,8,0.82,9,80.84,1,1
U2614,US,33,137,18,0.83,14,41.13,3,0
U2615,Germany,19,80,9,0.75,2,86.27,3,0
U2616,Germany,51,243,1,0.2,7,29.68,2,1
U2617,US,25,281,22,0.79,12,131.76,2,0
U2618,China,30,387,17,0.74,2,104.62,6,0
U2619,China,59,238,19,0.59,0,149.11,1,1
U2620,Germany,25,171,6,0.35,8,22.89,6,1
U2621,US,47,118,3,0.29,14,43.69,5,1
U2622,China,49,386,24,0.16,8,132.8,6,1
U2623,US,53,250,5,0.51,5,65.34,5,0
U2624,US,47,259,2,0.58,9,75.28,7,0
U2625,US,18,371,20,0.37,0,130.49,1,1
U2626,Brazil,56,94,4,0.48,7,83.06,3,0
U2627,US,34,438,10,0.38,1,37.09,6,0
U2628,Brazil,37,446,10,0.63,8,134.88,1,1
U2629,Germany,41,296,24,0.86,13,14.35,7,0
U2630,China,39,578,21,0.2,7,135.36,4,0
U2631,China,46,342,11,0.39,2,17.07,3,1
U2632,China,39,60,16,0.18,12,103.22,9,0
U2633,China,26,523,17,0.61,4,20.04,1,0
U2634,China,54,289,16,0.71,8,108.87,8,1
U2635,China,27,231,7,0.89,12,14.76,1,1
U2636,China,53,146,16,0.3,0,127.94,5,1
U2637,Germany,54,182,3,0.91,8,75.23,8,1
U2638,US,45,357,16,0.11,14,23.08,6,1
U2639,India,45,543,8,0.59,3,108.95,7,1
U2640,Brazil,59,224,12,0.1,3,78.5,8,0
U2641,India,38,442,3,0.85,14,36.73,6,0
U2642,India,41,268,17,0.53,3,12.19,6,0
U2643,US,59,491,21,0.65,9,68.52,6,1
U2644,US,57,448,18,0.8,11,21.99,5,1
U2645,US,19,283,11,0.19,8,23.18,8,1
U2646,China,25,62,4,0.08,13,47.43,2,1
U2647,Germany,44,431,16,0.84,5,98.26,7,1
U2648,China,39,505,17,0.33,10,84.19,4,0
U2649,Germany,54,175,9,0.17,7,19.66,1,1
U2650,Germany,44,329,6,0.47,11,145.58,5,1
U2651,India,46,506,24,0.59,13,134.2,3,0
U2652,India,20,427,20,0.08,3,46.29,4,0
U2653,Germany,30,312,2,0.3,2,27.13,7,1
U2654,Germany,27,376,9,0.08,13,141.94,5,0
U2655,China,53,474,21,0.43,0,74.56,4,0
U2656,China,26,154,6,0.86,9,53.56,1,1
U2657,India,44,83,3,0.93,14,78.65,6,1
U2658,US,51,109,20,0.62,14,118.18,6,0
U2659,Germany,18,561,6,0.2,6,33.57,7,1
U2660,China,49,557,7,0.87,3,117.45,1,0
U2661,India,42,394,1,0.51,13,114.92,4,0
U2662,China,46,138,23,0.19,7,85.51,9,0
U2663,Germany,24,86,1,0.88,13,131.22,6,1
U2664,Germany,20,330,5,0.73,2,28.5,2,1
U2665,Brazil,37,306,6,0.71,0,93.37,4,1
U2666,US,37,446,13,0.69,4,72.91,6,1
U2667,Brazil,47,420,2,0.23,13,69.12,4,0
U2668,India,52,547,15,0.24,1,45.36,7,0
U2669,China,52,411,15,0.67,2,62.12,3,1
U2670,India,56,315,13,0.25,13,25.14,6,0
U2671,Germany,44,281,14,0.44,5,45.22,4,1
U2672,Brazil,43,60,22,0.75,2,48.08,3,1
U2673,Brazil,31,505,7,0.76,2,110.89,3,1
U2674,Brazil,34,138,14,0.46,11,16.8,2,0
U2675,India,35,295,24,0.76,5,101.17,3,0
U2676,Germany,46,393,10,0.8,4,41.0,1,0
U2677,China,37,408,17,0.64,9,21.46,3,0
U2678,China,44,157,14,0.26,8,52.11,9,1
U2679,India,35,141,8,0.3,0,41.43,4,0
U2680,Brazil,21,561,4,0.33,12,87.28,3,0
U2681,US,18,536,16,0.16,2,60.03,8,0
U2682,India,18,73,24,0.3,2,145.24,1,0
U2683,India,43,451,13,0.24,10,144.9,5,1
U2684,Germany,37,406,22,0.46,5,72.12,1,0
U2685,China,40,369,20,0.87,7,121.31,7,0
U2686,India,27,445,18,0.14,2,11.86,5,0
U2687,India,28,268,14,0.7,2,86.69,2,0
U2688,Brazil,58,416,18,0.67,5,114.06,1,0
U2689,Brazil,58,153,5,0.14,7,40.37,7,0
U2690,US,22,152,9,0.88,5,18.56,1,0
U2691,Germany,18,399,3,0.56,12,31.83,3,1
U2692,US,34,504,8,0.38,11,71.86,6,1
U2693,Brazil,39,81,20,0.73,13,80.89,6,1
U2694,China,51,350,22,0.28,9,63.32,7,0
U2695,Brazil,58,544,10,0.67,2,71.6,1,1
U2696,Germany,46,365,22,0.09,3,75.83,7,1
U2697,Brazil,21,187,19,0.81,0,117.72,2,0
U2698,Germany,22,332,21,0.45,12,24.73,6,1
U2699,Germany,28,501,3,0.62,7,117.65,8,0
U2700,Germany,38,562,11,0.25,3,106.41,5,0
U2701,Germany,52,189,11,0.66,5,113.83,3,1
U2702,Germany,29,191,17,0.75,10,112.83,8,0
U2703,China,43,541,16,0.48,2,75.88,8,0
U2704,US,36,449,7,0.61,10,39.6,4,0
U2705,India,24,384,4,0.46,11,85.13,8,0
U2706,US,24,128,23,0.85,10,144.12,5,0
U2707,Germany,43,507,19,0.5,5,92.39,5,0
U2708,China,57,587,12,0.81,11,11.55,3,1
U2709,Brazil,22,224,15,0.77,10,18.36,7,1
U2710,China,38,547,11,0.42,8,149.0,9,0
U2711,Germany,31,485,5,0.26,8,20.07,9,1
U2712,China,21,324,5,0.42,9,16.45,1,0
U2713,China,40,401,15,0.79,2,59.42,1,0
U2714,Germany,59,337,18,0.25,2,145.7,5,1
U2715,China,37,498,11,0.52,3,54.61,1,1
U2716,India,32,216,12,0.78,11,67.38,4,1
U2717,India,46,481,2,0.37,6,98.77,1,0
U2718,China,25,310,20,0.63,2,13.38,2,0
U2719,Brazil,58,589,15,0.27,9,135.69,2,1
U2720,Germany,36,386,20,0.15,7,82.72,4,0
U2721,India,56,156,4,0.76,10,75.35,8,1
U2722,Brazil,45,572,22,0.14,7,130.5,2,1
U2723,China,44,275,18,0.29,5,143.43,9,1
U2724,Brazil,21,191,6,0.82,3,69.28,9,0
U2725,US,32,319,23,0.36,10,34.14,2,1
U2726,India,52,184,19,0.93,11,124.2,1,0
U2727,China,54,141,11,0.93,10,66.46,9,1
U2728,Germany,18,342,24,0.29,4,140.98,2,1
U2729,China,20,118,2,0.09,11,142.99,8,0
U2730,Germany,41,220,8,0.68,1,26.08,3,1
U2731,China,44,343,11,0.46,12,143.92,1,0
U2732,Brazil,57,165,5,0.14,5,61.56,1,0
U2733,Brazil,53,164,18,0.69,2,100.48,2,0
U2734,Brazil,51,498,23,0.08,14,14.87,7,0
U2735,US,46,287,18,0.83,5,134.44,6,0
U2736,Germany,41,377,14,0.17,11,99.82,2,0
U2737,Brazil,41,523,22,0.16,4,100.1,4,1
U2738,US,59,531,10,0.21,13,136.3,2,1
U2739,Germany,21,115,3,0.91,1,81.17,1,1
U2740,China,20,72,9,0.67,14,67.47,3,0
U2741,US,51,499,3,0.77,11,131.26,4,1
U2742,India,40,77,11,0.41,12,113.94,5,1
U2743,US,40,172,12,0.35,13,142.86,5,0
U2744,US,22,288,12,0.26,4,141.62,7,1
U2745,Germany,48,230,3,0.48,4,63.53,8,0
U2746,China,58,354,21,0.55,13,72.58,9,0
U2747,India,23,248,7,0.62,8,45.84,7,0
U2748,Brazil,54,485,14,0.28,10,102.49,5,0
U2749,Brazil,27,138,24,0.9,7,61.04,9,1
U2750,US,57,241,11,0.2,11,120.05,8,0
U2751,Germany,24,558,7,0.92,11,27.02,9,0
U2752,Germany,56,130,21,0.06,6,26.3,8,1
U2753,Brazil,55,307,10,0.48,14,38.62,6,1
U2754,India,38,205,11,0.35,14,21.8,4,1
U2755,China,37,355,15,0.45,11,96.8,9,0
U2756,India,20,529,19,0.56,12,30.63,9,0
U2757,China,39,565,16,0.44,14,32.39,9,1
U2758,Brazil,21,252,22,0.42,13,11.99,3,0
U2759,China,45,127,21,0.71,2,119.49,3,0
U2760,Germany,29,553,20,0.67,9,123.72,6,0
U2761,US,55,111,12,0.8,3,32.68,6,0
U2762,US,53,422,18,0.27,5,113.53,6,0
U2763,Brazil,58,533,23,0.6,2,70.7,5,0
U2764,Germany,22,580,13,0.58,10,43.54,5,0
U2765,India,30,490,5,0.38,8,96.99,2,0
U2766,Germany,40,357,4,0.49,7,34.99,7,0
U2767,US,47,494,14,0.33,5,115.96,4,0
U2768,US,54,257,8,0.18,3,16.67,3,1
U2769,Germany,42,187,9,0.24,6,144.28,8,1
U2770,Germany,44,591,19,0.14,12,20.06,4,0
U2771,US,31,470,3,0.66,14,91.12,4,0
U2772,India,53,124,5,0.64,10,136.31,8,0
U2773,Brazil,56,300,21,0.91,2,11.67,1,0
U2774,Brazil,33,428,18,0.71,9,79.79,9,0
U2775,Germany,39,595,1,0.1,14,59.0,7,1
U2776,Brazil,38,443,8,0.85,7,91.25,2,1
U2777,US,38,490,19,0.83,0,41.56,6,0
U2778,US,25,142,17,0.45,2,19.09,8,0
U2779,Germany,33,345,17,0.58,10,97.63,5,0
U2780,Germany,48,593,11,0.93,4,68.36,6,1
U2781,Germany,59,518,2,0.53,4,97.15,8,0
U2782,India,27,271,6,0.86,9,39.48,6,1
U2783,Brazil,49,185,22,0.12,13,57.42,9,1
U2784,Germany,51,472,14,0.22,1,88.64,9,1
U2785,China,26,558,3,0.45,9,93.04,9,1
U2786,China,34,484,12,0.58,7,62.12,6,1
U2787,US,28,217,4,0.78,4,49.21,9,1
U2788,Brazil,49,171,12,0.94,6,48.32,3,0
U2789,Germany,27,461,13,0.4,14,34.46,5,0
U2790,China,39,181,2,0.09,6,55.56,2,1
U2791,Brazil,34,332,2,0.77,13,37.92,8,0
U2792,US,21,353,15,0.59,4,98.73,4,0
U2793,India,42,457,23,0.23,7,89.67,6,0
U2794,Brazil,38,530,17,0.5,8,63.56,6,0
U2795,Brazil,54,266,7,0.72,3,55.62,5,0
U2796,India,55,169,14,0.74,3,43.27,1,1
U2797,Brazil,18,499,12,0.5,7,84.96,7,0
U2798,US,42,337,17,0.32,0,138.65,8,0
U2799,US,53,541,14,0.93,14,106.0,1,1
U2800,India,34,173,6,0.65,3,114.22,7,1
U2801,Germany,58,536,19,0.42,5,126.81,4,1
U2802,China,41,380,24,0.3,12,59.23,6,0
U2803,Germany,19,238,6,0.71,3,18.8,9,1
U2804,Brazil,57,278,18,0.27,5,97.16,5,0
U2805,China,32,587,24,0.2,4,36.41,8,0
U2806,India,49,551,5,0.53,13,89.67,5,0
U2807,India,56,120,24,0.31,8,113.53,2,0
U2808,China,23,113,24,0.62,9,119.71,4,0
U2809,US,18,597,6,0.16,8,52.26,2,1
U2810,China,40,124,2,0.64,3,81.74,7,0
U2811,Brazil,56,230,8,0.3,12,96.94,7,0
U2812,US,34,332,15,0.05,13,124.73,3,0
U2813,India,51,594,15,0.16,3,116.59,7,0
U2814,China,58,450,11,0.89,11,148.32,1,1
U2815,Germany,46,386,22,0.83,7,11.13,1,0
U2816,Germany,26,167,22,0.26,9,71.25,9,1
U2817,Brazil,30,221,24,0.75,14,45.85,6,0
U2818,Germany,23,511,1,0.6,3,26.79,5,0
U2819,China,23,265,18,0.92,1,137.61,6,1
U2820,China,37,75,12,0.39,12,149.71,6,1
U2821,Germany,20,386,12,0.66,12,35.28,1,1
U2822,China,34,61,11,0.11,13,15.38,5,0
U2823,Brazil,29,69,8,0.41,14,48.51,9,0
U2824,US,18,493,7,0.92,1,126.88,4,0
U2825,Brazil,34,184,23,0.54,0,51.14,3,1
U2826,Brazil,20,140,21,0.31,4,17.97,1,1
U2827,China,43,544,2,0.16,14,17.35,2,0
U2828,US,32,209,11,0.68,5,69.84,3,0
U2829,China,53,399,22,0.63,8,140.46,4,1
U2830,India,49,188,10,0.39,4,50.03,7,0
U2831,China,49,497,3,0.91,12,69.8,6,0
U2832,China,21,560,20,0.07,5,24.27,8,0
U2833,China,35,117,10,0.32,5,79.1,9,1
U2834,US,36,257,18,0.88,2,107.52,6,1
U2835,China,52,270,14,0.34,11,47.96,7,0
U2836,US,57,104,18,0.28,3,51.54,4,0
U2837,Germany,31,156,24,0.53,0,127.88,2,0
U2838,India,50,338,8,0.79,3,11.45,9,0
U2839,US,31,594,10,0.14,0,99.11,9,0
U2840,Germany,51,469,22,0.9,14,65.14,4,0
U2841,US,21,520,13,0.77,4,51.77,3,0
U2842,US,41,450,21,0.21,10,102.06,6,1
U2843,India,46,103,8,0.69,10,126.85,3,1
U2844,Brazil,36,86,4,0.4,7,88.17,1,0
U2845,Brazil,23,156,4,0.41,7,14.35,4,0
U2846,US,50,278,5,0.75,4,74.6,1,1
U2847,China,57,244,1,0.92,13,74.79,2,0
U2848,Germany,36,128,17,0.16,9,86.13,3,1
U2849,China,18,189,2,0.43,1,103.93,8,0
U2850,China,22,393,8,0.48,11,12.7,4,1
U2851,US,44,213,7,0.39,5,80.28,4,1
U2852,US,33,138,15,0.38,0,92.36,9,1
U2853,US,23,472,5,0.1,6,58.07,7,1
U2854,US,57,228,2,0.67,10,103.57,2,1
U2855,Brazil,30,574,7,0.44,3,41.94,3,0
U2856,US,52,373,8,0.23,4,54.43,4,0
U2857,Brazil,36,91,7,0.78,5,144.79,4,0
U2858,Brazil,29,346,7,0.77,10,58.73,8,1
U2859,US,33,102,14,0.49,0,58.51,6,1
U2860,India,27,60,21,0.32,8,93.4,3,0
U2861,Germany,42,329,18,0.62,9,145.94,9,0
U2862,China,37,239,6,0.31,3,147.63,8,1
U2863,Brazil,48,577,4,0.26,7,91.15,9,0
U2864,Germany,21,162,10,0.71,4,10.15,5,0
U2865,India,40,69,18,0.09,10,136.09,3,1
U2866,China,19,149,12,0.14,7,89.83,4,1
U2867,China,39,285,16,0.06,14,61.24,5,0
U2868,Brazil,54,185,7,0.19,0,126.09,9,0
U2869,US,25,268,6,0.11,7,65.98,9,0
U2870,India,24,156,5,0.95,10,14.77,3,0
U2871,Brazil,31,133,3,0.31,12,124.95,7,0
U2872,India,20,250,12,0.18,10,86.42,6,0
U2873,US,33,115,15,0.27,3,57.34,4,0
U2874,US,36,91,10,0.89,1,45.12,5,0
U2875,Brazil,35,586,20,0.52,10,93.13,2,0
U2876,US,33,343,19,0.38,5,39.13,7,1
U2877,Germany,25,553,16,0.84,1,55.34,4,0
U2878,China,50,246,11,0.41,4,99.11,2,1
U2879,Brazil,29,557,8,0.35,1,133.42,6,1
U2880,India,28,501,3,0.24,2,84.6,2,1
U2881,Germany,22,189,23,0.39,10,116.27,2,1
U2882,Brazil,44,351,7,0.34,5,116.83,7,0
U2883,US,29,173,23,0.66,0,103.01,1,1
U2884,US,34,258,7,0.31,5,44.42,7,0
U2885,US,23,72,14,0.57,2,131.35,5,1
U2886,US,50,330,2,0.11,6,71.08,1,0
U2887,India,22,274,10,0.22,1,16.19,6,1
U2888,Germany,45,503,19,0.42,13,44.25,7,0
U2889,China,31,571,9,0.89,5,117.18,1,1
U2890,India,22,506,16,0.39,7,19.68,9,0
U2891,India,50,133,19,0.65,14,30.63,7,1
U2892,China,58,596,18,0.28,14,107.19,1,1
U2893,China,36,160,9,0.16,14,134.96,3,0
U2894,US,39,235,16,0.1,0,98.72,5,1
U2895,India,22,486,13,0.32,10,41.12,4,1
U2896,Brazil,19,176,10,0.19,10,17.48,2,0
U2897,China,47,225,20,0.21,12,96.12,1,1
U2898,China,56,100,14,0.73,8,16.64,4,1
U2899,Germany,21,488,12,0.06,4,95.78,7,1
U2900,Brazil,50,403,19,0.55,4,41.58,4,0
U2901,Brazil,30,483,7,0.39,12,136.65,9,0
U2902,China,37,425,23,0.51,11,76.51,8,1
U2903,US,24,179,15,0.56,4,41.35,8,0
U2904,Germany,32,288,16,0.33,5,129.44,5,0
U2905,Brazil,40,189,8,0.32,1,45.56,1,0
U2906,China,31,411,10,0.71,5,52.92,9,0
U2907,Brazil,40,377,4,0.83,13,126.8,2,1
U2908,Germany,36,396,19,0.22,10,53.23,6,1
U2909,Germany,46,332,19,0.14,3,67.42,5,0
U2910,India,37,176,21,0.86,7,58.67,8,0
U2911,China,46,427,15,0.36,12,26.3,3,0
U2912,Germany,41,153,14,0.55,10,15.45,6,0
U2913,India,35,227,1,0.37,8,111.44,6,0
U2914,India,27,400,16,0.16,8,100.32,3,1
U2915,Brazil,58,211,10,0.58,7,49.53,7,1
U2916,Brazil,25,333,19,0.52,2,51.38,4,0
U2917,India,43,555,22,0.23,9,142.3,5,1
U2918,Brazil,46,160,3,0.46,10,148.27,9,0
U2919,Germany,27,141,5,0.77,10,76.28,6,1
U2920,US,34,588,9,0.58,3,122.34,4,0
U2921,Germany,19,132,18,0.14,0,113.14,8,1
U2922,India,23,73,11,0.54,8,51.62,9,0
U2923,India,22,492,16,0.68,4,18.2,5,0
U2924,Germany,45,216,2,0.76,5,29.96,2,0
U2925,Brazil,58,191,12,0.62,2,127.36,6,0
U2926,Brazil,22,397,22,0.19,10,112.37,8,0
U2927,India,35,463,6,0.69,9,103.01,5,0
U2928,China,43,435,11,0.66,7,28.29,1,0
U2929,Brazil,37,166,8,0.07,14,99.59,8,1
U2930,Germany,58,324,12,0.42,6,118.1,9,0
U2931,Brazil,44,264,2,0.35,0,130.48,1,1
U2932,Germany,29,138,9,0.65,9,11.85,8,0
U2933,India,24,214,15,0.24,11,105.83,2,1
U2934,Brazil,20,306,2,0.58,4,12.67,4,1
U2935,Germany,27,590,1,0.87,9,108.96,2,0
U2936,India,51,597,10,0.77,8,98.99,2,0
U2937,China,42,213,2,0.88,11,30.77,3,0
U2938,Germany,52,213,12,0.93,10,117.26,8,1
U2939,China,33,151,23,0.06,11,19.57,4,0
U2940,China,19,492,8,0.61,5,125.7,7,0
U2941,US,41,397,5,0.42,7,46.67,3,0
U2942,Brazil,27,539,22,0.82,9,106.44,3,0
U2943,Germany,55,190,1,0.28,0,139.32,2,0
U2944,China,39,509,15,0.93,9,57.58,6,1
U2945,US,43,332,6,0.6,10,80.41,6,0
U2946,India,56,236,12,0.76,6,74.84,1,0
U2947,Germany,44,108,8,0.13,2,32.07,7,0
U2948,China,46,414,13,0.22,8,92.64,4,0
U2949,Brazil,55,367,19,0.73,5,114.02,3,0
U2950,US,37,105,1,0.07,4,138.36,8,1
U2951,China,44,361,11,0.79,7,129.11,2,0
U2952,Brazil,58,467,20,0.06,7,81.4,9,1
U2953,China,37,248,1,0.64,11,110.66,8,0
U2954,Germany,36,188,8,0.38,11,122.11,8,0
U2955,Germany,37,596,5,0.6,2,79.09,3,1
U2956,Germany,52,325,17,0.68,1,26.16,4,0
U2957,US,19,177,8,0.36,14,71.31,2,0
U2958,Germany,47,523,10,0.15,1,127.95,2,0
U2959,Brazil,51,203,2,0.11,13,93.53,4,1
U2960,China,39,501,9,0.58,4,111.42,6,0
U2961,India,20,259,24,0.52,9,35.94,5,1
U2962,Brazil,23,216,23,0.72,11,145.01,1,1
U2963,Brazil,32,546,3,0.51,6,66.57,1,0
U2964,Germany,44,193,18,0.43,7,101.51,6,0
U2965,US,27,207,7,0.41,9,12.64,3,0
U2966,China,26,395,15,0.07,14,27.82,3,0
U2967,US,50,130,21,0.35,7,119.48,7,0
U2968,China,49,292,22,0.93,12,145.52,1,1
U2969,China,23,393,20,0.84,11,54.81,1,1
U2970,US,58,149,18,0.35,7,15.21,3,0
U2971,Brazil,53,393,3,0.58,14,60.52,8,0
U2972,China,19,258,23,0.81,9,12.45,1,0
U2973,US,46,220,14,0.45,11,36.93,4,0
U2974,China,21,597,24,0.07,10,115.35,9,1
U2975,India,18,180,2,0.12,2,141.19,4,1
U2976,Brazil,36,360,14,0.51,13,22.24,8,1
U2977,Germany,43,495,22,0.92,10,88.11,7,0
U2978,China,42,127,11,0.67,1,45.54,3,0
U2979,India,27,518,16,0.11,12,29.47,7,1
U2980,Germany,32,573,8,0.22,3,40.66,7,1
U2981,Germany,39,457,7,0.74,14,90.89,3,1
U2982,China,38,345,11,0.81,0,19.12,2,0
U2983,US,39,199,3,0.61,2,70.79,9,1
U2984,China,53,341,17,0.63,10,28.93,1,0
U2985,India,51,516,14,0.08,8,48.17,7,0
U2986,Germany,47,146,6,0.8,6,36.71,4,0
U2987,China,42,138,8,0.76,6,133.62,2,1
U2988,US,45,264,22,0.28,0,109.12,2,0
U2989,China,18,396,5,0.69,6,131.58,8,0
U2990,Brazil,21,313,8,0.24,9,63.68,7,1
U2991,US,24,363,2,0.09,6,53.88,7,0
U2992,India,26,439,15,0.23,3,63.28,5,1
U2993,Germany,53,189,12,0.21,6,12.6,8,0
U2994,China,36,335,17,0.35,7,111.46,2,0
U2995,US,18,242,1,0.43,2,58.97,2,1
U2996,Brazil,27,327,15,0.51,12,53.87,5,1
U2997,US,53,381,14,0.48,9,93.74,1,0
U2998,Brazil,26,571,20,0.29,1,71.07,6,1
U2999,India,59,137,22,0.08,6,147.32,4,0
